ticker,venue
FYX,NASDAQ
GAA,BATS
GABF,ARCA
GAEM,ARCA
GAL,ARCA
GAMR,ARCA
GAPR,BATS
GARP,BATS
GAUG,BATS
GBF,ARCA
GBIL,ARCA
GBND,ARCA
GBTC,ARCA
GBUG,NASDAQ
GCAD,ARCA
GCAL,ARCA
GCC,ARCA
GCOR,ARCA
GCOW,BATS
GDEC,BATS
GDIV,NYSE
GDLC,ARCA
GDMA,BATS
GDOC,ARCA
GDX,ARCA
GDXD,ARCA
GDXJ,ARCA
GDXU,ARCA
GDXY,ARCA
GEM,ARCA
GEMD,BATS
GEME,NASDAQ
GEMG,NASDAQ
GEND,ARCA
GENM,ARCA
GENT,ARCA
GENW,ARCA
GEW,NASDAQ
GFEB,BATS
GFGF,NASDAQ
GGLL,NASDAQ
GGLS,NASDAQ
GGM,ARCA
GGME,ARCA
GGOV,ARCA
GGRW,ARCA
GGTL,ARCA
GGUS,ARCA
GHTA,BATS
GHYB,ARCA
GHYG,BATS
GIAX,ARCA
GIGB,ARCA
GIGL,ARCA
GII,ARCA
GIND,NASDAQ
GINN,ARCA
GINX,NASDAQ
GJAN,BATS
GJUL,BATS
GJUN,BATS
GK,ARCA
GKAT,NASDAQ
GLBL,BATS
GLCR,NASDAQ
GLD,ARCA
GLDB,NASDAQ
GLDI,NASDAQ
GLDM,ARCA
GLDW,BATS
GLGG,NASDAQ
GLIN,ARCA
GLL,ARCA
GLNK,ARCA
GLOF,ARCA
GLOW,NASDAQ
GLRY,ARCA
GLTR,ARCA
GMAR,BATS
GMAY,BATS
GMEY,ARCA
GMF,ARCA
GMMA,ARCA
GMMF,NYSE
GMNY,ARCA
GMOI,ARCA
GMOM,BATS
GMOV,ARCA
GMUB,ARCA
GNMA,NASDAQ
GNOM,NASDAQ
GNOV,BATS
GNR,ARCA
GOAU,ARCA
GOCT,BATS
GOEX,ARCA
GOLY,BATS
GOOP,BATS
GOOW,BATS
GOOX,BATS
GOOY,ARCA
GOP,BATS
GOU,NASDAQ
GOVI,NASDAQ
GOVT,BATS
GOVZ,BATS
GPIQ,NASDAQ
GPIX,NASDAQ
GPRF,NASDAQ
GPT,NASDAQ
GPTY,ARCA
GPZ,ARCA
GQGU,ARCA
GQI,ARCA
GQRE,ARCA
GREK,ARCA
GRID,NASDAQ
GRIN,NASDAQ
GRN,ARCA
GRNB,ARCA
GRNY,ARCA
GRPM,ARCA
GRPZ,ARCA
GRW,NASDAQ
GSC,ARCA
GSEE,BATS
GSEP,BATS
GSEU,ARCA
GSEW,BATS
GSG,ARCA
GSGO,NASDAQ
GSIB,NASDAQ
GSID,BATS
GSIE,ARCA
GSJY,ARCA
GSKH,ARCA
GSLC,ARCA
GSOL,ARCA
GSPY,ARCA
GSSC,ARCA
GSST,BATS
GSUS,BATS
GSWO,BATS
GSY,ARCA
GTEK,ARCA
GTIP,BATS
GTO,ARCA
GTOP,NASDAQ
GTOQ,NASDAQ
GTOS,BATS
GTPE,NASDAQ
GTR,NASDAQ
GUMI,ARCA
GUNR,ARCA
GURU,ARCA
GUSA,ARCA
GUSE,NASDAQ
GUSH,ARCA
GVAL,BATS
GVI,BATS
GVIP,ARCA
GVLE,NASDAQ
GVLU,ARCA
GVUS,ARCA
GWX,ARCA
GXC,ARCA
GXDW,NASDAQ
GXIG,ARCA
GXLC,ARCA
GXUS,ARCA
GYLD,NYSE
HACK,ARCA
HAIL,ARCA
HAP,ARCA
HAPI,ARCA
HAPS,ARCA
HARD,ARCA
HAUS,BATS
HAUZ,ARCA
HAWX,ARCA
HBDC,NASDAQ
HBR,NASDAQ
HBTA,ARCA
HCMT,ARCA
HCOW,NASDAQ
HCRB,BATS
HDEF,ARCA
HDG,ARCA
HDGE,ARCA
HDLB,ARCA
HDMV,ARCA
HDUS,ARCA
HDV,ARCA
HEAL,NASDAQ
HECA,ARCA
HECO,NASDAQ
HEDJ,ARCA
HEEM,BATS
HEFA,BATS
HEGD,BATS
HELO,ARCA
HELX,BATS
HEQQ,NASDAQ
HEQT,ARCA
HERD,NASDAQ
HERO,NASDAQ
HEWJ,ARCA
HEZU,ARCA
HF,NYSE
HFEQ,NYSE
HFGM,NYSE
HFGO,BATS
HFMF,NYSE
HFND,NYSE
HFSI,BATS
HFSP,NASDAQ
HFXI,ARCA
HGER,NYSE
HGRO,ARCA
HIBL,ARCA
HIBS,ARCA
HIDE,NASDAQ
HIDV,ARCA
HIGH,ARCA
HIPS,ARCA
HISF,NASDAQ
HIYY,ARCA
HLAL,NASDAQ
HMOP,ARCA
HMYY,NASDAQ
HNDL,NASDAQ
HODL,BATS
HODU,NASDAQ
HOLA,ARCA
HOLD,ARCA
HOMZ,ARCA
HOOW,BATS
HOOX,NASDAQ
HOOY,ARCA
HOYY,NASDAQ
HQGO,NASDAQ
HRTS,NASDAQ
HSBH,ARCA
HSCZ,ARCA
HSMV,ARCA
HTAB,ARCA
HTAX,ARCA
HTEC,ARCA
HTRB,ARCA
HTUS,BATS
HUMN,BATS
HUSV,ARCA
HVAC,ARCA
HWAY,NASDAQ
HWSM,NASDAQ
HYBB,ARCA
HYBI,NASDAQ
HYBL,BATS
HYBX,NYSE
HYD,BATS
HYDB,BATS
HYDR,NASDAQ
HYDW,ARCA
HYEM,ARCA
HYFI,ARCA
HYG,ARCA
HYGH,ARCA
HYGV,ARCA
HYGW,BATS
HYHG,BATS
HYLB,ARCA
HYLS,NASDAQ
HYMB,ARCA
HYP,NASDAQ
HYS,ARCA
HYSA,ARCA
HYSD,ARCA
HYTI,ARCA
HYTR,NYSE
HYUP,ARCA
HYXF,NASDAQ
HYZD,NASDAQ
IAGG,BATS
IAI,ARCA
IAK,ARCA
IAPR,ARCA
IAT,ARCA
IAU,ARCA
IAUG,ARCA
IAUI,BATS
IAUM,ARCA
IBAT,NASDAQ
IBB,NASDAQ
IBBQ,NASDAQ
IBCA,ARCA
IBD,ARCA
IBDR,ARCA
IBDS,ARCA
IBDT,ARCA
IBDU,ARCA
IBDV,ARCA
IBDW,ARCA
IBDX,ARCA
IBDY,ARCA
IBDZ,ARCA
IBGA,NASDAQ
IBGB,NASDAQ
IBGK,NASDAQ
IBGL,NASDAQ
IBHF,BATS
IBHG,BATS
IBIC,ARCA
IBID,ARCA
IBIE,ARCA
IBIF,ARCA
IBIG,ARCA
IBIH,ARCA
IBII,ARCA
IBIJ,ARCA
IBIK,ARCA
IBIL,ARCA
IBIT,NASDAQ
IBLC,ARCA
IBMO,BATS
IBMP,BATS
IBMQ,BATS
IBMR,BATS
IBND,ARCA
IBOT,NASDAQ
IBRN,ARCA
IBTG,NASDAQ
IBTH,NASDAQ
IBTI,NASDAQ
IBTJ,NASDAQ
IBTK,NASDAQ
IBTL,NASDAQ
IBTM,NASDAQ
IBTO,NASDAQ
IBTP,NASDAQ
IBTQ,NASDAQ
IBUF,ARCA
IBUY,ARCA
ICAP,ARCA
ICF,BATS
ICLN,NASDAQ
ICLO,BATS
ICOI,ARCA
ICOP,NASDAQ
ICOW,BATS
ICPY,ARCA
ICSH,BATS
ICVT,BATS
IDEC,ARCA
IDEF,NASDAQ
IDEQ,ARCA
IDEV,ARCA
IDGT,ARCA
IDHQ,ARCA
IDLV,ARCA
IDMO,ARCA
IDNA,ARCA
IDOG,ARCA
IDRV,ARCA
IDU,ARCA
IDUB,BATS
IDV,BATS
IDVO,ARCA
IDX,ARCA
IEDI,BATS
IEF,NASDAQ
IEFA,BATS
IEI,NASDAQ
IEMG,ARCA
IEO,BATS
IETC,BATS
IEUR,ARCA
IEUS,NASDAQ
IEV,ARCA
IEZ,ARCA
IFEB,ARCA
IFED,ARCA
IFGL,NASDAQ
IFLN,ARCA
IFLR,ARCA
IFRA,BATS
IFV,NASDAQ
IG,BATS
IGBH,ARCA
IGCB,NYSE
IGE,BATS
IGEB,BATS
IGF,NASDAQ
IGGY,ARCA
IGHG,BATS
IGIB,NASDAQ
IGLB,ARCA
IGLD,BATS
IGM,ARCA
IGME,ARCA
IGOV,NASDAQ
IGPT,ARCA
IGRO,BATS
IGSB,NASDAQ
IGV,BATS
IHAK,ARCA
IHDG,ARCA
IHE,ARCA
IHF,ARCA
IHI,ARCA
IHY,ARCA
IIGD,ARCA
IJAN,ARCA
IJH,ARCA
IJJ,ARCA
IJK,ARCA
IJR,ARCA
IJS,ARCA
IJT,NASDAQ
IJUL,ARCA
IJUN,ARCA
ILCB,ARCA
ILCG,ARCA
ILCV,ARCA
ILDR,ARCA
ILF,ARCA
ILIT,NASDAQ
ILOW,ARCA
ILS,ARCA
ILTB,ARCA
IMAR,ARCA
IMAY,ARCA
IMCB,ARCA
IMCG,ARCA
IMCV,NASDAQ
IMOM,NASDAQ
IMRA,ARCA
IMST,ARCA
IMTB,ARCA
IMTM,ARCA
IMVP,ARCA
INCE,ARCA
INCM,ARCA
INCO,ARCA
IND,NASDAQ
INDA,BATS
INDE,ARCA
INDH,NASDAQ
INDL,ARCA
INDS,ARCA
INDY,NASDAQ
INDZ,ARCA
INEQ,ARCA
INFL,ARCA
INFO,NYSE
INKM,ARCA
INMU,ARCA
INQQ,ARCA
INR,NYSE
INRO,NASDAQ
INTF,ARCA
INTW,NASDAQ
INVG,ARCA
INVN,ARCA
IOCT,ARCA
ION,ARCA
IOO,ARCA
IOPP,ARCA
IOYY,NASDAQ
IPAC,ARCA
IPAV,BATS
IPAY,ARCA
IPKW,NASDAQ
IPO,ARCA
IPOS,ARCA
IPW,NASDAQ
IQDF,ARCA
IQDG,BATS
IQDY,ARCA
IQHI,ARCA
IQLT,ARCA
IQM,BATS
IQQQ,NASDAQ
IQRA,ARCA
IQSI,ARCA
IQSM,ARCA
IQSU,ARCA
IQSZ,ARCA
IROC,BATS
IRTR,ARCA
IRVH,ARCA
ISCB,ARCA
ISCF,ARCA
ISCG,ARCA
ISCV,ARCA
ISEP,ARCA
ISHG,NASDAQ
ISHP,NASDAQ
ISMD,ARCA
ISPY,BATS
ISRA,ARCA
ISTB,NASDAQ
ISUL,NASDAQ
ISVL,BATS
ISWN,ARCA
ITA,BATS
ITAN,ARCA
ITB,BATS
ITDB,ARCA
ITDC,ARCA
ITDD,ARCA
ITDE,ARCA
ITDF,ARCA
ITDG,ARCA
ITDH,ARCA
ITDI,ARCA
ITDJ,ARCA
ITEQ,ARCA
ITM,BATS
ITOT,ARCA
IUS,NASDAQ
IUSB,NASDAQ
IUSG,NASDAQ
IUSV,NASDAQ
IVAL,NASDAQ
IVE,ARCA
IVES,ARCA
IVLU,ARCA
IVOG,ARCA
IVOL,ARCA
IVOO,ARCA
IVOV,ARCA
IVRS,ARCA
IVSS,NASDAQ
IVV,ARCA
IVVB,BATS
IVVM,BATS
IVVW,BATS
IVW,ARCA
IWB,ARCA
IWC,ARCA
IWD,ARCA
IWDL,ARCA
IWF,ARCA
IWFG,ARCA
IWFL,ARCA
IWL,ARCA
IWLG,ARCA
IWM,ARCA
IWMI,BATS
IWML,ARCA
IWMW,BATS
IWMY,ARCA
IWN,ARCA
IWO,ARCA
IWP,ARCA
IWR,ARCA
IWS,ARCA
IWV,ARCA
IWX,ARCA
IWY,ARCA
IXC,ARCA
IXG,ARCA
IXJ,ARCA
IXN,ARCA
IXP,ARCA
IXUS,NASDAQ
IYC,ARCA
IYE,ARCA
IYF,ARCA
IYG,ARCA
IYH,ARCA
IYJ,BATS
IYK,ARCA
IYLD,BATS
IYM,ARCA
IYR,ARCA
IYRI,BATS
IYT,BATS
IYW,ARCA
IYY,ARCA
IYZ,BATS
IZRL,BATS
JAAA,ARCA
JADE,ARCA
JAJL,BATS
JANT,BATS
JANW,BATS
JANZ,BATS
JAVA,ARCA
JBBB,BATS
JBND,NYSE
JCHI,ARCA
JCPB,ARCA
JCPI,ARCA
JDIV,ARCA
JDOC,NASDAQ
JDST,ARCA
JDVI,ARCA
JEDI,ARCA
JEM,NASDAQ
JEMA,NASDAQ
JEMB,ARCA
JEPI,ARCA
JEPQ,NASDAQ
JETD,ARCA
JETS,ARCA
JETU,ARCA
JFLI,ARCA
JFLX,ARCA
JGLO,NASDAQ
JGRO,ARCA
JGRW,ARCA
JHAC,ARCA
JHAI,NASDAQ
JHCB,ARCA
JHDV,ARCA
JHEM,ARCA
JHHY,ARCA
JHID,ARCA
JHLN,ARCA
JHMB,ARCA
JHMD,ARCA
JHML,ARCA
JHMM,ARCA
JHMU,ARCA
JHPI,ARCA
JHSC,ARCA
JIG,ARCA
JIII,ARCA
JIRE,ARCA
JIVE,NASDAQ
JLQD,ARCA
JMBS,ARCA
JMEE,ARCA
JMHI,ARCA
JMID,NASDAQ
JMOM,ARCA
JMSI,ARCA
JMST,ARCA
JMUB,ARCA
JNK,ARCA
JNUG,ARCA
JOET,ARCA
JOJO,ARCA
JOYT,NASDAQ
JPAN,ARCA
JPEF,NASDAQ
JPEM,ARCA
JPHY,ARCA
JPIB,ARCA
JPIE,ARCA
JPIN,ARCA
JPLD,ARCA
JPMB,ARCA
JPME,ARCA
JPO,ARCA
JPRE,ARCA
JPSE,ARCA
JPST,ARCA
JPSV,ARCA
JPUS,ARCA
JPXN,ARCA
JPY,NASDAQ
JQUA,ARCA
JRE,ARCA
JSCP,ARCA
JSI,ARCA
JSMD,NASDAQ
JSML,NASDAQ
JSTC,ARCA
JTEK,NASDAQ
JUCY,BATS
JULH,BATS
JULJ,BATS
JULT,BATS
JULW,BATS
JULZ,BATS
JUNM,BATS
JUNT,BATS
JUNW,BATS
JUNZ,BATS
JUSA,ARCA
JUST,ARCA
JVAL,ARCA
JXI,ARCA
KAPR,BATS
KARS,ARCA
KAT,NASDAQ
KBA,ARCA
KBAB,NASDAQ
KBDU,NASDAQ
KBE,ARCA
KBUF,ARCA
KBWB,NASDAQ
KBWD,NASDAQ
KBWP,NASDAQ
KBWY,NASDAQ
KCAI,ARCA
KCCA,ARCA
KCE,ARCA
KCSH,ARCA
KDEF,ARCA
KDRN,ARCA
KEAT,NASDAQ
KEMQ,ARCA
KEMX,ARCA
KGLD,BATS
KGRN,ARCA
KHYB,ARCA
KIE,ARCA
KJAN,BATS
KJD,NASDAQ
KJUL,BATS
KLIP,ARCA
KLMT,ARCA
KMID,ARCA
KMLI,NASDAQ
KMLM,ARCA
KNCT,ARCA
KNG,BATS
KNGZ,NASDAQ
KNO,ARCA
KNOW,BATS
KNRG,ARCA
KOCT,BATS
KOID,NASDAQ
KOKU,ARCA
KOLD,ARCA
KOMP,ARCA
KONG,BATS
KOOL,ARCA
KORP,ARCA
KORU,ARCA
KPDD,NASDAQ
KPRO,ARCA
KQQQ,NASDAQ
KRBN,ARCA
KRE,ARCA
KROP,NASDAQ
KSA,ARCA
KSLV,BATS
KSPY,ARCA
KSTR,ARCA
KTEC,ARCA
KURE,ARCA
KVLE,ARCA
KWEB,ARCA
KWT,BATS
KXI,ARCA
LABD,ARCA
LABU,ARCA
LALT,ARCA
LBAY,ARCA
LBO,BATS
LCAP,BATS
LCDS,NASDAQ
LCF,BATS
LCLG,ARCA
LCR,ARCA
LCTD,ARCA
LCTU,ARCA
LDEM,NASDAQ
LDRC,ARCA
LDRH,ARCA
LDRI,ARCA
LDRT,ARCA
LDRX,NASDAQ
LDSF,NASDAQ
LDUR,ARCA
LEGR,NASDAQ
LEMB,ARCA
LEXI,NASDAQ
LFEQ,ARCA
LFGY,ARCA
LFSC,NASDAQ
LGCF,NASDAQ
LGDX,ARCA
LGH,ARCA
LGHT,ARCA
LGLV,ARCA
LGOV,ARCA
LGRO,NASDAQ
LINT,NASDAQ
LIT,ARCA
LITL,ARCA
LITP,NASDAQ
LKOR,BATS
LLDR,ARCA
LLYX,ARCA
LMBS,NASDAQ
LMNX,NASDAQ
LMUB,ARCA
LNGX,ARCA
LOCT,BATS
LOGO,NASDAQ
LONZ,ARCA
LOPP,ARCA
LOTI,NASDAQ
LOUP,ARCA
LOWV,ARCA
LPRE,ARCA
LQAI,ARCA
LQD,ARCA
LQDB,ARCA
LQDH,ARCA
LQDI,BATS
LQTI,ARCA
LRGC,ARCA
LRGE,NASDAQ
LRGF,ARCA
LRGG,ARCA
LRND,NASDAQ
LRNZ,BATS
LSAF,ARCA
LSAT,ARCA
LSEQ,ARCA
LSGR,ARCA
LST,ARCA
LSVD,ARCA
LTCC,NASDAQ
LTL,ARCA
LTPZ,ARCA
LTTI,ARCA
LULG,NASDAQ
LUXE,NYSE
LVDS,NASDAQ
LVHD,NASDAQ
LVHI,BATS
MAAY,NASDAQ
MADE,ARCA
MAGA,ARCA
MAGC,BATS
MAGG,ARCA
MAGS,BATS
MAGX,BATS
MAGY,BATS
MAKX,ARCA
MAMB,BATS
MANI,ARCA
MAPP,ARCA
MARM,BATS
MARO,ARCA
MART,BATS
MARW,BATS
MARZ,BATS
MAVF,ARCA
MAXI,NASDAQ
MAYT,BATS
MAYW,BATS
MAYZ,BATS
MBB,NASDAQ
MBBB,BATS
MBND,BATS
MBOX,ARCA
MBS,NASDAQ
MBSD,ARCA
MBSF,ARCA
MBSX,ARCA
MCDS,NASDAQ
MCH,ARCA
MCHI,NASDAQ
MCHS,NASDAQ
MDEV,BATS
MDIV,NASDAQ
MDLV,BATS
MDST,NYSE
MDY,ARCA
MDYG,ARCA
MDYV,ARCA
MEAR,BATS
MEDI,ARCA
MEDX,NASDAQ
MEM,ARCA
MEME,ARCA
MEMS,NASDAQ
MEMX,ARCA
METD,NASDAQ
METL,NASDAQ
METU,NASDAQ
METV,ARCA
METW,BATS
MEXX,ARCA
MFDX,ARCA
MFEM,ARCA
MFIG,NASDAQ
MFLX,NASDAQ
MFMO,NASDAQ
MFUL,BATS
MFUS,ARCA
MFVL,NASDAQ
MGC,ARCA
MGK,ARCA
MGMT,ARCA
MGNR,ARCA
MGOV,ARCA
MGV,ARCA
MHY,ARCA
MID,ARCA
MIDE,ARCA
MIDU,ARCA
MIG,BATS
MILN,NASDAQ
MINO,ARCA
MINT,ARCA
MINV,ARCA
MISL,ARCA
MJ,ARCA
MJSC,ARCA
MKAM,NASDAQ
MKOR,ARCA
MKTN,ARCA
MLDR,ARCA
MLN,BATS
MLPA,ARCA
MLPB,ARCA
MLPD,ARCA
MLPR,ARCA
MLPX,ARCA
MMCA,ARCA
MMIN,ARCA
MMIT,ARCA
MMKT,NYSE
MMSC,ARCA
MMSD,ARCA
MMTM,ARCA
MNA,ARCA
MNBD,ARCA
MNRS,ARCA
MNZL,NASDAQ
MOAT,BATS
MODL,NASDAQ
MOO,ARCA
MOOD,NASDAQ
MORT,ARCA
MOTG,BATS
MOTI,BATS
MOTO,ARCA
MPG,NASDAQ
MPRO,BATS
MQQQ,NASDAQ
MRAL,NASDAQ
MRGR,BATS
MRNY,ARCA
MRSK,ARCA
MSBT,ARCA
MSFD,NASDAQ
MSFL,NASDAQ
MSFO,ARCA
MSFU,NASDAQ
MSFW,BATS
MSFX,BATS
MSFY,BATS
MSMR,BATS
MSOS,ARCA
MSOX,ARCA
MST,NASDAQ
MSTB,BATS
MSTI,ARCA
MSTP,NASDAQ
MSTQ,BATS
MSTU,BATS
MSTW,BATS
MSTX,NASDAQ
MSTY,ARCA
MSTZ,BATS
MTBA,ARCA
MTGP,ARCA
MTUL,ARCA
MTUM,BATS
MTYY,NASDAQ
MUB,ARCA
MULL,NASDAQ
MULT,NASDAQ
MUNA,ARCA
MUNB,ARCA
MUNC,ARCA
MUND,ARCA
MUNI,ARCA
MUSE,NYSE
MUSI,ARCA
MUSQ,ARCA
MUST,ARCA
MUU,NASDAQ
MVLL,NASDAQ
MVPA,ARCA
MVPL,ARCA
MVRL,ARCA
MVV,ARCA
MXI,ARCA
MYCF,NASDAQ
MYCG,NASDAQ
MYCH,NASDAQ
MYCI,NASDAQ
MYCJ,NASDAQ
MYCK,NASDAQ
MYCL,NASDAQ
MYCM,NASDAQ
MYCN,NASDAQ
MYCO,NASDAQ
MYMF,NASDAQ
MYMG,NASDAQ
MYMH,NASDAQ
MYMI,NASDAQ
MYMJ,NASDAQ
MYMK,NASDAQ
MYY,ARCA
MZZ,ARCA
NACP,ARCA
NAIL,ARCA
NANC,BATS
NANR,ARCA
NAPR,BATS
NBCE,ARCA
NBCM,ARCA
NBCR,ARCA
NBDS,ARCA
NBET,ARCA
NBFC,ARCA
NBIG,NASDAQ
NBJP,ARCA
NBOS,ARCA
NBSD,ARCA
NBSM,ARCA
NCIQ,NASDAQ
NCPB,NASDAQ
NDAA,NASDAQ
NDIA,ARCA
NDIV,ARCA
NEAR,BATS
NEMG,NASDAQ
NERD,BATS
NETG,NASDAQ
NETL,ARCA
NEWZ,NASDAQ
NFLP,BATS
NFLT,ARCA
NFLU,BATS
NFLW,BATS
NFLY,ARCA
NFRA,ARCA
NFTY,NASDAQ
NFXL,NASDAQ
NFXS,NASDAQ
NHYB,ARCA
NHYM,ARCA
NIHI,BATS
NIKL,NASDAQ
NITE,ARCA
NIXT,NASDAQ
NJAN,BATS
NJNK,ARCA
NJUL,BATS
NLR,ARCA
NMB,ARCA
NOBL,BATS
NOCT,BATS
NORW,ARCA
NOWL,NASDAQ
NPFI,NASDAQ
NRES,NASDAQ
NRGD,ARCA
NRGU,ARCA
NRSH,ARCA
NSCI,ARCA
NSI,NASDAQ
NTSE,ARCA
NTSI,ARCA
NTSX,ARCA
NUAG,ARCA
NUBD,ARCA
NUCL,NASDAQ
NUDM,BATS
NUDV,BATS
NUEM,BATS
NUG,NASDAQ
NUGO,ARCA
NUGT,ARCA
NUGY,NASDAQ
NUHY,ARCA
NUKZ,ARCA
NULC,BATS
NULG,BATS
NULV,BATS
NUMG,BATS
NUMI,ARCA
NUMV,BATS
NURE,BATS
NUSA,ARCA
NUSB,NASDAQ
NUSC,BATS
NVBT,BATS
NVBW,BATS
NVD,NASDAQ
NVDD,NASDAQ
NVDL,NASDAQ
NVDQ,BATS
NVDS,NASDAQ
NVDU,NASDAQ
NVDW,BATS
NVDX,BATS
NVDY,ARCA
NVII,BATS
NVIR,ARCA
NVOH,ARCA
NVOX,ARCA
NVYY,NASDAQ
NXTE,ARCA
NXTG,NASDAQ
NXTI,BATS
NXUS,ARCA
NYF,ARCA
NZAC,NASDAQ
OACP,ARCA
OAEM,ARCA
OAIM,ARCA
OAKM,ARCA
OALC,ARCA
OARK,ARCA
OASC,ARCA
OBIL,NASDAQ
OBND,BATS
OBOR,ARCA
OCIO,ARCA
OCTH,BATS
OCTJ,BATS
OCTT,BATS
OCTW,BATS
OCTZ,BATS
ODDS,NASDAQ
OEF,ARCA
OEFA,ARCA
OGIG,ARCA
OGSP,ARCA
OIH,ARCA
OILD,ARCA
OILK,BATS
OILT,ARCA
OILU,ARCA
OKTG,NASDAQ
OMAH,ARCA
OMFL,BATS
OMFS,BATS
OND,ARCA
ONEO,ARCA
ONEQ,NASDAQ
ONEV,ARCA
ONEY,ARCA
ONG,BATS
ONLN,ARCA
ONOF,ARCA
OOSP,ARCA
OPER,ARCA
OPPE,ARCA
OPPJ,NASDAQ
OPTZ,NASDAQ
ORCS,NASDAQ
ORCX,NASDAQ
ORR,NASDAQ
OSCG,NASDAQ
OSCV,BATS
OSCX,NASDAQ
OSEA,ARCA
OTGL,NASDAQ
OUNZ,ARCA
OUSA,ARCA
OUSM,ARCA
OVB,BATS
OVF,BATS
OVL,BATS
OVLH,BATS
OVM,BATS
OVS,BATS
OVT,BATS
OWNB,ARCA
OWNS,ARCA
OZEM,NASDAQ
PAAA,ARCA
PAB,ARCA
PABD,NASDAQ
PABU,NASDAQ
PALC,ARCA
PALD,NASDAQ
PALL,ARCA
PALU,NASDAQ
PAMC,ARCA
PANG,NASDAQ
PAPI,ARCA
PAPR,BATS
PATN,NASDAQ
PAUG,BATS
PAVE,BATS
PAWZ,BATS
PBD,ARCA
PBDC,ARCA
PBE,ARCA
PBEU,NASDAQ
PBFR,BATS
PBJ,ARCA
PBOG,NASDAQ
PBP,BATS
PBPH,NASDAQ
PBQQ,NASDAQ
PBTP,BATS
PBUS,BATS
PBW,ARCA
PCCE,ARCA
PCEF,ARCA
PCFI,ARCA
PCGG,ARCA
PCHI,ARCA
PCIG,ARCA
PCLG,ARCA
PCR,ARCA
PCY,ARCA
PDBA,NASDAQ
PDBC,NASDAQ
PDDL,NASDAQ
PDEC,BATS
PDN,ARCA
PDP,NASDAQ
PEJ,ARCA
PEMX,ARCA
PEPS,NASDAQ
PEVC,ARCA
PEX,BATS
PEXL,ARCA
PEY,NASDAQ
PEZ,NASDAQ
PFEB,BATS
PFF,NASDAQ
PFFA,ARCA
PFFD,ARCA
PFFL,ARCA
PFFR,ARCA
PFFV,ARCA
PFI,NASDAQ
PFIG,ARCA
PFIX,ARCA
PFLD,ARCA
PFM,NASDAQ
PFRL,ARCA
PFXF,ARCA
PGF,ARCA
PGHY,ARCA
PGJ,NASDAQ
PGRO,ARCA
PGX,ARCA
PHDG,ARCA
PHEQ,ARCA
PHO,NASDAQ
PHYL,ARCA
PHYS,ARCA
PICB,ARCA
PICK,BATS
PID,NASDAQ
PIE,NASDAQ
PIFI,ARCA
PILL,ARCA
PINK,ARCA
PIO,NASDAQ
PIT,BATS
PIZ,NASDAQ
PJAN,BATS
PJFG,ARCA
PJFM,BATS
PJFV,ARCA
PJIO,ARCA
PJP,ARCA
PJUL,BATS
PJUN,BATS
PKB,ARCA
PKW,NASDAQ
PLTG,NASDAQ
PLTL,BATS
PLTM,ARCA
PLTU,NASDAQ
PLTW,BATS
PLTY,ARCA
PLYY,NASDAQ
PMAR,BATS
PMAY,BATS
PMIO,ARCA
PMMF,NYSE
PNOV,BATS
PNQI,NASDAQ
POCT,BATS
POWA,ARCA
POWR,ARCA
PPA,ARCA
PPH,NASDAQ
PPI,NASDAQ
PPLC,NYSE
PPLT,ARCA
PPTY,ARCA
PQAP,NASDAQ
PQDI,ARCA
PQJA,NASDAQ
PQJL,NASDAQ
PQOC,NASDAQ
PRAE,ARCA
PRAY,ARCA
PREF,ARCA
PRF,ARCA
PRFD,ARCA
PRFZ,NASDAQ
PRIV,ARCA
PRMR,NASDAQ
PRN,NASDAQ
PRNT,BATS
PRXG,ARCA
PRXV,ARCA
PSC,NASDAQ
PSCC,NASDAQ
PSCD,NASDAQ
PSCE,NASDAQ
PSCF,NASDAQ
PSCH,NASDAQ
PSCI,NASDAQ
PSCJ,BATS
PSCM,NASDAQ
PSCQ,BATS
PSCT,NASDAQ
PSCU,NASDAQ
PSCW,BATS
PSCX,BATS
PSEP,BATS
PSET,NASDAQ
PSFD,BATS
PSFF,BATS
PSFJ,BATS
PSFM,BATS
PSFO,BATS
PSH,BATS
PSI,ARCA
PSIL,ARCA
PSK,ARCA
PSL,NASDAQ
PSLV,ARCA
PSMD,BATS
PSMJ,BATS
PSMO,BATS
PSMR,BATS
PSP,ARCA
PSQ,ARCA
PSQA,ARCA
PSQO,ARCA
PSR,ARCA
PST,ARCA
PSTP,ARCA
PSTR,NASDAQ
PSWD,NASDAQ
PTBD,ARCA
PTEU,BATS
PTF,NASDAQ
PTH,NASDAQ
PTIN,ARCA
PTIR,NASDAQ
PTL,ARCA
PTLC,BATS
PTMC,BATS
PTNQ,NASDAQ
PTRB,ARCA
PUI,NASDAQ
PULS,ARCA
PUSH,ARCA
PVAL,ARCA
PVI,ARCA
PWB,ARCA
PWER,ARCA
PWP,NASDAQ
PWRD,NASDAQ
PWS,BATS
PWV,ARCA
PWZ,ARCA
PXE,ARCA
PXF,ARCA
PXH,ARCA
PXI,NASDAQ
PXJ,ARCA
PY,NASDAQ
PYLD,ARCA
PYPY,ARCA
PYZ,NASDAQ
PZA,ARCA
PZT,ARCA
QABA,NASDAQ
QAI,ARCA
QALT,NASDAQ
QARP,ARCA
QAT,NASDAQ
QB,NASDAQ
QBIG,NASDAQ
QBUF,NASDAQ
QBY,NASDAQ
QCLN,NASDAQ
